,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
786,FDO23,OUT046,1677.816
787,NCE30,OUT018,4555.4036
788,FDQ22,OUT035,133.16
789,FDY01,OUT045,1958.1178
790,FDS08,OUT017,529.311
791,FDG28,OUT018,10072.8882
792,FDQ51,OUT018,1975.4286
793,FDB05,OUT017,2516.724
794,FDO56,OUT049,703.0848
795,FDE02,OUT018,3903.5854
796,FDN45,OUT017,905.488
797,FDS09,OUT013,671.1264
798,NCA54,OUT018,3511.4292
799,FDP09,OUT010,3165.8790000000004
800,FDC53,OUT045,2167.8448
801,NCM55,OUT017,1277.0044
802,FDL09,OUT018,1006.6896
803,FDA11,OUT019,1018.0082
804,FDA50,OUT045,1737.7379999999998
805,FDC23,OUT017,898.83
806,FDE22,OUT049,1300.3074
807,FDD23,OUT046,2656.542
808,NCA29,OUT049,3966.1706
809,FDK38,OUT046,1596.5884
810,DRC13,OUT046,2082.6224
811,NCP43,OUT049,3067.3406
812,FDX28,OUT049,1379.5376
813,FDF08,OUT049,703.0848
814,FDZ33,OUT046,1647.855
815,FDD10,OUT049,2345.6134
816,FDO58,OUT017,4422.2436
817,FDI50,OUT017,3600.6464
818,FDO58,OUT045,1808.9786
819,FDX08,OUT013,3428.2042
820,NCK17,OUT010,372.848
821,FDF39,OUT035,4218.5088
822,FDU45,OUT010,479.376
823,NCJ18,OUT018,3426.2068
824,DRC27,OUT019,3202.498
825,DRC25,OUT035,930.1226
826,FDU59,OUT035,1294.3152
827,FDU28,OUT035,3327.6684
828,NCP30,OUT046,319.584
829,FDB39,OUT018,3112.615
830,FDE41,OUT013,1619.2256
831,DRH11,OUT010,619.194
832,FDA58,OUT045,5736.5328
833,FDU50,OUT046,671.1264
834,FDM34,OUT013,1265.02
835,FDM44,OUT027,102.5332
836,FDR39,OUT045,4710.535
837,FDM25,OUT045,1581.9408
838,FDQ49,OUT049,3325.0052
839,DRH25,OUT018,607.8754
840,FDM09,OUT027,343.5528
841,FDL44,OUT019,1151.1682
842,NCR42,OUT018,984.7182
843,DRL59,OUT046,269.649
844,FDX43,OUT013,2376.906
845,DRK47,OUT010,6371.706
846,FDU48,OUT018,2797.6916
847,FDY12,OUT045,708.4112
848,NCN43,OUT018,2488.7604
849,NCM55,OUT018,4560.73
850,FDQ21,OUT027,419.454
851,FDX13,OUT035,3004.0896
852,NCK30,OUT027,516.6608
853,FDG20,OUT049,3528.74
854,DRG27,OUT017,452.744
855,FDY14,OUT018,8138.7392
856,FDP59,OUT035,3075.9959999999996
857,FDU60,OUT017,3705.8428
858,NCC18,OUT019,2897.5616
859,DRJ39,OUT017,1095.241
860,FDS07,OUT049,2239.0854
861,FDM08,OUT027,687.1056
862,FDP51,OUT045,1454.1072
863,FDU16,OUT035,958.752
864,FDH12,OUT013,1693.7952
865,DRE48,OUT010,2324.9736
866,NCL42,OUT027,1046.6376
867,FDR21,OUT045,360.8636
868,NCW29,OUT035,259.66200000000003
869,FDO11,OUT013,2996.1
870,NCM31,OUT049,2247.7408
871,FDV35,OUT019,4492.8184
872,FDF58,OUT017,1464.76
873,NCE43,OUT049,2897.5616
874,FDA02,OUT035,4082.6856
875,DRL37,OUT010,173.108
876,FDR24,OUT018,2267.7148
877,FDW59,OUT049,1414.825
878,FDS22,OUT049,1286.3256
879,FDW24,OUT017,1478.076
880,FDU24,OUT035,1864.24
881,FDA21,OUT027,745.696
882,FDH58,OUT027,351.5424
883,FDW36,OUT018,2251.0698
884,FDI45,OUT027,657.8104
885,FDU01,OUT018,4442.2176
886,FDF35,OUT027,111.1886
887,FDU43,OUT019,5736.5328
888,FDE24,OUT019,2783.0440000000003
889,FDK50,OUT049,5592.72
890,FDG31,OUT045,1581.275
891,FDC60,OUT045,1416.8224
892,FDL36,OUT013,543.2928
893,FDP21,OUT013,5715.2272
894,FDW16,OUT045,1258.362
895,FDX02,OUT017,1965.4416
896,FDQ58,OUT027,1090.5804
897,FDT51,OUT046,2746.425
898,FDD59,OUT049,623.1888
899,NCM42,OUT018,4065.3748
900,FDA57,OUT018,1096.5726
901,FDZ48,OUT035,2013.3792
902,FDE46,OUT045,2187.153
903,NCZ30,OUT019,1205.098
904,FDB56,OUT017,938.778
905,FDA25,OUT027,207.7296
906,FDD20,OUT013,2490.092
907,FDL25,OUT013,1032.6558
908,NCO18,OUT049,3415.554
909,FDJ45,OUT017,207.7296
910,FDR12,OUT035,2936.178
911,NCF19,OUT010,643.1628
912,FDK25,OUT046,4211.185
913,NCR17,OUT046,2085.2856
914,FDC52,OUT046,1964.7758
915,NCA54,OUT017,5182.5872
916,FDR45,OUT010,2900.2248
917,NCM19,OUT049,1800.3232
918,FDF39,OUT027,264.9884
919,FDX23,OUT049,1944.136
920,FDD58,OUT027,102.5332
921,FDX28,OUT013,2628.5784
922,NCD31,OUT013,3137.2496
923,FDU57,OUT018,2255.7304
924,FDI27,OUT046,356.8688
925,NCM42,OUT046,2143.876
926,FDD32,OUT027,89.883
927,FDI34,OUT013,4146.6024
928,NCM29,OUT049,927.4594
929,FDG46,OUT018,3205.1612
930,DRC01,OUT010,798.96
931,FDB15,OUT027,527.3136
932,NCA17,OUT027,150.4708
933,FDF10,OUT046,1166.4816
934,FDR26,OUT027,294.2836
935,FDI02,OUT049,2740.4328
936,NCM54,OUT010,3579.3408
937,FDF14,OUT013,2603.278
938,FDJ33,OUT010,1557.9720000000002
939,FDM20,OUT035,3395.58
940,FDC03,OUT027,394.1536
941,NCX05,OUT046,2664.5316
942,NCM41,OUT027,87.2198
943,NCU29,OUT010,3399.5748
944,FDQ59,OUT017,1437.4622
945,FDH46,OUT010,1342.2528
946,FDH09,OUT013,1034.6532
947,NCD06,OUT045,605.878
948,FDC15,OUT035,2356.9320000000002
949,DRD37,OUT027,175.7712
950,FDT28,OUT027,145.1444
951,FDR28,OUT027,300.9416
952,FDT38,OUT017,1318.2839999999999
953,FDV34,OUT027,149.1392
954,FDY52,OUT035,1225.072
955,FDB34,OUT013,892.172
956,DRL23,OUT018,1641.1970000000001
957,DRB24,OUT046,4402.2696
958,FDJ50,OUT046,761.6752
959,FDQ49,OUT035,2569.3222
960,FDP20,OUT035,632.51
961,FDV19,OUT027,657.8104
962,NCR54,OUT045,1844.266
963,FDO09,OUT010,1522.0188
964,FDS57,OUT018,3704.5112
965,FDN10,OUT049,703.0848
966,FDV23,OUT049,1438.128
967,FDY28,OUT049,3520.0846
968,DRG51,OUT013,2143.876
969,FDD45,OUT019,575.2512
970,NCL18,OUT027,551.2824
971,NCM29,OUT013,2885.5772
972,FDF17,OUT027,379.506
973,FDE22,OUT017,1300.3074
974,FDQ22,OUT017,549.9508
975,FDS01,OUT013,5688.5952
976,FDW35,OUT027,79.896
977,FDJ33,OUT046,5022.7952
978,NCF54,OUT035,2931.5174
979,FDE09,OUT013,1627.881
980,NCE06,OUT045,1294.3152
981,DRH49,OUT049,1310.2944
982,FDY43,OUT045,2274.3728
983,NCT05,OUT017,4346.3424
984,FDZ34,OUT045,5580.0698
985,FDL38,OUT017,2408.8644
986,FDZ31,OUT017,3214.4824
987,FDR14,OUT035,491.3604
988,NCN54,OUT049,322.2472
989,NCC42,OUT027,142.4812
990,FDK08,OUT017,1416.8224
991,FDP59,OUT013,940.7754
992,FDV22,OUT035,2025.3636
993,FDD33,OUT035,5141.3076
994,DRE60,OUT027,262.991
995,FDK52,OUT046,5061.4116
996,FDA02,OUT017,3628.61
997,FDM56,OUT049,539.298
998,FDE57,OUT035,427.4436
999,FDM32,OUT045,426.11199999999997
1000,NCQ30,OUT027,115.8492
1001,FDQ27,OUT027,79.2302
1002,FDT60,OUT027,397.4826
1003,FDU43,OUT049,1108.557
1004,NCO55,OUT035,663.1368
1005,FDG02,OUT045,2285.0256
1006,FDJ28,OUT013,3014.7424
1007,FDP40,OUT045,667.1316
1008,FDJ38,OUT045,3036.048
1009,NCC54,OUT017,3435.528
1010,NCZ41,OUT046,1398.8458
1011,FDK38,OUT019,1596.5884
1012,FDU52,OUT013,2603.278
1013,FDC40,OUT046,1090.5804
1014,NCR30,OUT017,223.7088
1015,NCN18,OUT017,873.5296
1016,FDB50,OUT035,1728.4168
1017,FDG04,OUT013,4303.0654
1018,FDR26,OUT035,1225.7378
1019,NCT17,OUT018,7504.2318
1020,FDX35,OUT027,1288.323
1021,FDS12,OUT046,1761.7068
1022,NCZ29,OUT027,397.4826
1023,FDB38,OUT010,2501.4106
1024,FDP12,OUT013,732.38
1025,FDP22,OUT046,692.432
1026,FDS26,OUT018,9158.079
1027,FDR52,OUT046,4152.5946
1028,DRJ13,OUT046,2897.5616
1029,FDU48,OUT027,263.6568
1030,FDE29,OUT035,980.0576
1031,NCT29,OUT049,3219.8088
1032,DRK37,OUT018,6261.849
1033,FDK55,OUT046,703.0848
1034,FDR07,OUT046,522.653
1035,FDO21,OUT027,862.8768
1036,FDK46,OUT049,6033.4796
1037,FDB12,OUT045,325.5762
1038,FDT31,OUT027,1102.5648
1039,FDJ33,OUT045,1486.0656
1040,FDC26,OUT027,127.1678
1041,NCQ02,OUT045,3956.8494
1042,FDP08,OUT010,1659.8394
1043,FDB11,OUT027,516.6608
1044,FDV55,OUT013,2795.6942
1045,FDW20,OUT049,2093.9410000000003
1046,NCJ18,OUT019,1470.0864
1047,FDC41,OUT018,1033.3216
1048,FDE14,OUT027,178.4344
1049,FDG35,OUT013,3123.9336
1050,FDF45,OUT035,1240.3854
1051,FDS19,OUT027,102.5332
1052,FDS58,OUT019,620.5256
1053,FDA26,OUT017,3723.8194
1054,FDM32,OUT049,1395.5168
1055,FDL45,OUT046,2384.8956
1056,FDZ55,OUT049,1917.504
1057,FDY37,OUT049,3962.8416
1058,FDO46,OUT046,2749.7540000000004
1059,FDQ60,OUT046,2133.2232
1060,FDA19,OUT018,4832.3764
1061,FDL15,OUT046,2580.6408
1062,FDM10,OUT018,4199.8664
1063,NCL05,OUT017,540.6296
1064,DRK49,OUT010,123.8388
1065,NCE18,OUT027,691.1004
1066,FDG40,OUT049,635.1732
1067,DRI59,OUT045,4697.8848
1068,FDK28,OUT035,5410.9566
1069,NCD06,OUT019,413.4618
1070,FDO11,OUT019,2996.1
1071,FDK27,OUT046,605.878
1072,FDT43,OUT027,51.9324
1073,FDD38,OUT018,1737.7379999999998
1074,FDA16,OUT049,5954.9152
1075,FDL14,OUT027,447.4176
1076,NCM17,OUT049,802.9548
1077,FDD20,OUT045,1949.4624
1078,FDA40,OUT045,1744.396
1079,FDL43,OUT045,322.2472
1080,FDV15,OUT045,3282.3940000000002
1081,FDE52,OUT046,1062.6168
1082,NCL17,OUT010,3900.9222
1083,NCJ31,OUT045,5759.17
1084,FDR60,OUT045,1492.7236
1085,NCA18,OUT035,1382.2008
1086,FDS21,OUT027,61.2536
1087,FDW09,OUT035,986.7156
1088,FDL26,OUT035,3795.06
1089,FDS47,OUT018,1845.5976
1090,FDC39,OUT046,4390.2852
1091,FDT51,OUT035,667.1316
1092,FDK40,OUT035,3924.8909999999996
1093,NCG19,OUT045,2636.5679999999998
1094,FDZ07,OUT046,1592.5936
1095,FDF08,OUT027,102.5332
1096,FDO04,OUT013,1737.7379999999998
1097,FDK41,OUT018,1320.9472
1098,FDP15,OUT049,4870.327
1099,NCD43,OUT018,3542.0559999999996
1100,NCP18,OUT013,3460.8284
1101,FDZ51,OUT046,1783.6782
1102,DRH13,OUT035,1065.28
1103,FDF38,OUT045,690.4346
1104,NCI43,OUT045,708.4112
1105,FDM38,OUT027,50.6008
1106,FDS03,OUT013,1162.4868
1107,DRJ47,OUT017,2931.5174
1108,FDT50,OUT010,627.1836
1109,FDV02,OUT046,2061.3168
1110,NCG18,OUT017,1280.9992
1111,FDW52,OUT046,4769.1254
1112,FDS40,OUT035,585.904
1113,FDN31,OUT017,1384.1982
1114,FDA37,OUT045,2241.0828
1115,FDA15,OUT046,4090.6752
1116,FDL39,OUT046,2345.6134
1117,FDJ53,OUT045,2241.0828
1118,FDX22,OUT013,6852.4136
1119,NCZ42,OUT045,4266.4464
1120,FDD56,OUT027,344.8844
1121,FDD40,OUT017,2926.191
1122,FDS50,OUT013,2217.114
1123,NCN14,OUT013,2213.1192
1124,FDT15,OUT013,4333.6922
1125,NCS18,OUT027,109.1912
1126,NCO26,OUT010,3467.4864
1127,FDF58,OUT018,1290.3204
1128,NCB19,OUT013,1657.1762
1129,FDH26,OUT017,6381.693
1130,DRB24,OUT027,447.4176
1131,FDA49,OUT018,2267.7148
1132,FDB32,OUT045,1808.9786
1133,FDI36,OUT017,2656.542
1134,NCA17,OUT010,1444.1202
1135,FDH22,OUT013,2416.1882
1136,NCM26,OUT018,906.8196
1137,FDT15,OUT027,549.285
1138,FDB16,OUT018,2387.5588
1139,NCP54,OUT027,369.519
1140,FDJ36,OUT013,2270.3779999999997
1141,FDO28,OUT045,2410.196
1142,FDU09,OUT013,1024.6662
1143,FDF29,OUT017,2719.7929999999997
1144,FDY08,OUT013,1761.7068
1145,DRJ59,OUT018,986.7156
1146,FDT23,OUT027,157.1288
1147,FDU15,OUT018,1042.6428
1148,FDT47,OUT013,1930.82
1149,FDI53,OUT019,1772.3596
1150,FDR59,OUT018,7646.0472
1151,FDD53,OUT035,1168.479
1152,FDY51,OUT017,2644.5576
1153,FDT04,OUT049,986.7156
1154,FDU51,OUT049,2336.958
1155,FDG14,OUT035,3075.9959999999996
1156,NCU06,OUT045,2055.3246
1157,DRG25,OUT046,1629.8784
1158,DRH49,OUT035,1789.6704
1159,FDN15,OUT035,1985.4156
1160,FDL43,OUT018,2077.2960000000003
1161,NCT18,OUT049,4544.085
1162,NCB31,OUT013,2366.919
1163,FDK57,OUT035,3115.9440000000004
1164,FDY04,OUT019,1278.336
1165,NCP54,OUT046,3533.4006
1166,FDF41,OUT013,2484.7656
1167,FDM01,OUT045,2241.0828
1168,FDW03,OUT045,1238.388
1169,FDF28,OUT045,1618.5598
1170,FDY37,OUT017,3451.5072
1171,FDQ03,OUT017,5061.4116
1172,FDP51,OUT027,118.5124
1173,FDJ40,OUT017,1657.842
1174,FDC32,OUT049,1295.6468
1175,DRI49,OUT027,161.1236
1176,NCW54,OUT017,718.3982
1177,FDF09,OUT017,952.7598
1178,FDP45,OUT018,10236.675
1179,DRJ23,OUT018,3728.48
1180,FDS59,OUT017,1657.842
1181,FDY08,OUT046,1761.7068
1182,FDX16,OUT049,3894.93
1183,FDY16,OUT018,5872.356
1184,FDK32,OUT035,3795.06
1185,FDQ22,OUT013,771.6622
1186,NCC31,OUT018,2471.4496
1187,FDG58,OUT049,5274.4676
1188,DRF48,OUT013,3755.112
1189,DRH36,OUT049,451.4124
1190,NCR30,OUT035,2143.876
1191,FDB03,OUT019,715.0692
1192,FDZ28,OUT027,377.5086
1193,FDR35,OUT017,2587.9646
1194,DRD15,OUT027,687.1056
1195,FDJ33,OUT019,5022.7952
1196,FDA56,OUT010,2071.3038
1197,FDP56,OUT046,534.6374
1198,NCT30,OUT046,874.8612
1199,FDK15,OUT017,1845.5976
1200,FDH44,OUT018,4374.306
1201,FDV01,OUT013,2792.3652
1202,DRG03,OUT017,1360.2294
1203,FDG50,OUT027,103.199
1204,FDR16,OUT010,6291.81
1205,FDZ60,OUT046,982.7208
1206,DRG03,OUT045,2947.4966
1207,FDS56,OUT018,10072.8882
1208,FDU33,OUT045,356.8688
1209,DRD27,OUT035,857.5504
1210,FDW22,OUT046,4697.8848
1211,DRA24,OUT045,2985.4472
1212,FDF38,OUT049,579.246
1213,FDX48,OUT013,2546.685
1214,FDS58,OUT018,2255.7304
1215,FDC32,OUT046,1295.6468
1216,NCQ29,OUT045,8994.958
1217,DRK39,OUT018,1997.4
1218,NCS38,OUT017,1946.7992
1219,DRO47,OUT013,1215.7508
1220,DRG27,OUT027,73.238
1221,FDC57,OUT027,774.9912
1222,FDS55,OUT046,2524.0478
1223,NCJ06,OUT018,3202.498
1224,FDO01,OUT019,2253.0672
1225,NCM55,OUT045,1850.924
1226,FDC52,OUT049,1964.7758
1227,FDQ15,OUT045,1038.6480000000001
1228,NCT30,OUT027,145.8102
1229,NCR42,OUT027,37.9506
1230,FDD28,OUT035,651.8182
1231,FDQ34,OUT049,627.1836
1232,FDZ12,OUT027,139.81799999999998
1233,DRE13,OUT019,852.2239999999999
1234,NCN07,OUT019,263.6568
1235,FDM28,OUT035,3078.6592
1236,FDI10,OUT017,2037.348
1237,FDQ25,OUT013,1779.6834
1238,FDA38,OUT010,3950.1914
1239,DRI13,OUT049,4351.6688
1240,FDY20,OUT027,175.7712
1241,NCZ53,OUT035,3900.9222
1242,NCM31,OUT013,1813.6392
1243,DRB01,OUT017,938.778
1244,DRF37,OUT046,3884.9429999999998
1245,NCF42,OUT049,2069.3064
1246,FDF16,OUT018,4454.202
1247,FDB41,OUT013,992.7078
1248,FDR34,OUT013,6831.108
1249,FDR15,OUT018,4870.9928
1250,NCV42,OUT019,667.1316
1251,FDW51,OUT035,2097.27
1252,FDU36,OUT017,886.8456
1253,FDX60,OUT049,1868.2348
1254,FDY03,OUT035,1593.9252
1255,FDW55,OUT045,998.7
1256,FDT01,OUT010,4035.4138
1257,FDG58,OUT013,2190.482
1258,FDK21,OUT017,2241.0828
1259,NCS41,OUT019,1830.95
1260,FDS10,OUT045,5954.2494
1261,NCT53,OUT046,2886.243
1262,FDJ28,OUT018,3511.4292
1263,FDX44,OUT045,1416.8224
1264,FDT20,OUT018,898.83
1265,FDO44,OUT017,3205.1612
1266,NCX17,OUT049,2636.5679999999998
1267,FDY01,OUT017,1382.2008
1268,FDJ12,OUT027,1314.955
1269,DRK35,OUT018,417.4566
1270,FDD47,OUT019,3914.9040000000005
1271,NCM53,OUT035,2183.824
1272,FDO45,OUT013,1505.3738
1273,NCM42,OUT010,2293.0152
1274,FDE04,OUT046,2336.958
1275,NCI30,OUT027,1046.6376
1276,FDZ19,OUT013,517.3266
1277,FDW57,OUT013,1211.756
1278,FDA25,OUT013,2285.0256
1279,FDT22,OUT046,804.9522
1280,FDP51,OUT013,2607.2728
1281,FDD48,OUT027,127.1678
1282,FDY39,OUT035,5779.144
1283,FDO48,OUT010,1398.18
1284,FDD23,OUT027,543.2928
1285,DRN35,OUT027,79.896
1286,FDT01,OUT035,4060.7142
1287,FDC20,OUT010,1018.674
1288,DRJ35,OUT035,1225.072
1289,FDB32,OUT046,476.04699999999997
1290,FDL24,OUT046,4902.9512
1291,NCV42,OUT035,343.5528
1292,FDZ46,OUT046,1418.154
1293,FDC15,OUT013,2356.9320000000002
1294,FDD08,OUT019,372.848
1295,FDY50,OUT049,1267.6832
1296,FDD36,OUT013,964.0784
1297,FDG57,OUT027,48.6034
1298,FDL21,OUT018,1096.5726
1299,FDN16,OUT027,170.4448
1300,FDJ09,OUT027,186.424
1301,FDS01,OUT010,2516.724
1302,FDV33,OUT017,7084.111999999999
1303,DRE12,OUT017,1267.0174
1304,FDR07,OUT013,2055.3246
1305,FDP48,OUT010,1304.968
1306,NCB55,OUT035,173.7738
1307,FDQ08,OUT013,1163.8184
1308,FDR34,OUT035,4950.8888
1309,FDO33,OUT046,1977.4260000000002
1310,FDP13,OUT045,796.9626
1311,FDX12,OUT049,4086.0146
1312,NCT06,OUT049,1326.2736
1313,FDR16,OUT019,6291.81
1314,FDE36,OUT046,2773.0570000000002
1315,FDZ36,OUT049,1295.6468
1316,FDV13,OUT045,426.11199999999997
1317,NCZ17,OUT035,607.2096
1318,FDU56,OUT045,2189.1504
1319,FDM09,OUT035,2037.348
1320,FDV02,OUT017,1874.8928
1321,FDS34,OUT018,3374.2744
1322,FDA11,OUT049,1134.5232
1323,FDP09,OUT017,7833.8028
1324,FDB29,OUT027,113.186
1325,FDT19,OUT017,2250.404
1326,DRH15,OUT017,1537.9979999999998
1327,FDY38,OUT046,3435.528
1328,FDF14,OUT027,447.4176
1329,FDN48,OUT010,1018.0082
1330,FDQ12,OUT013,2067.3089999999997
1331,NCJ43,OUT045,4902.9512
1332,FDE17,OUT019,3506.7686
1333,FDB05,OUT035,4207.856
1334,FDH10,OUT045,1549.9824
1335,NCR06,OUT017,209.727
1336,FDU32,OUT018,2586.633
1337,FDD56,OUT049,3448.844
1338,FDO36,OUT018,4432.2306
1339,FDH16,OUT010,1665.8316
1340,FDX10,OUT018,1021.3372
1341,FDZ37,OUT017,1418.154
1342,FDU31,OUT010,4655.2736
1343,DRC49,OUT049,2004.058
1344,FDL15,OUT045,2580.6408
1345,FDN32,OUT019,3529.4058
1346,DRH59,OUT027,73.238
1347,NCU29,OUT049,2756.4120000000003
1348,FDR37,OUT019,6503.5344
1349,FDS14,OUT018,2255.7304
1350,FDU02,OUT027,667.1316
1351,FDJ08,OUT035,2866.2690000000002
1352,NCZ06,OUT045,2536.698
1353,FDO31,OUT049,2030.69
1354,FDH31,OUT018,2167.8448
1355,FDS58,OUT017,3453.5046
1356,NCA53,OUT027,145.8102
1357,FDF50,OUT046,2946.165
1358,NCW42,OUT049,5305.0944
1359,NCQ17,OUT045,1230.3984
1360,FDK51,OUT018,3179.8608
1361,NCW41,OUT010,3894.93
1362,NCR29,OUT017,651.8182
1363,FDB08,OUT019,2727.7826
1364,FDA40,OUT027,285.6282
1365,FDL14,OUT018,4870.9928
1366,FDB47,OUT046,4390.2852
1367,FDO03,OUT035,3904.917
1368,DRK13,OUT019,796.2968
1369,FDX13,OUT010,5061.4116
1370,FDF52,OUT046,5313.084
1371,FDT11,OUT013,3728.48
1372,FDB08,OUT013,2727.7826
1373,FDQ28,OUT018,6515.5188
1374,FDD29,OUT045,3542.0559999999996
1375,NCQ29,OUT027,523.3188
1376,NCO02,OUT013,2218.4456
1377,FDR56,OUT010,1749.7224
1378,NCM54,OUT049,1108.557
1379,FDP51,OUT035,2664.5316
1380,FDT38,OUT013,778.9860000000001
1381,FDZ20,OUT018,8217.3036
1382,FDJ53,OUT013,2241.0828
1383,FDX13,OUT049,3755.112
1384,FDP58,OUT035,5193.24
1385,NCK31,OUT019,578.5802
1386,FDA35,OUT018,2972.1312
1387,FDV37,OUT018,5294.4416
1388,NCO07,OUT027,213.05599999999998
1389,FDA20,OUT045,5779.144
1390,FDZ59,OUT035,4512.1266
1391,NCY17,OUT017,1159.8236
1392,FDQ28,OUT035,2197.14
1393,FDV35,OUT017,4492.8184
1394,FDQ36,OUT013,645.1602
1395,FDD34,OUT018,2255.7304
1396,FDK51,OUT045,10256.649
1397,FDV31,OUT035,3896.2616
1398,FDR04,OUT035,2665.8632
1399,FDR14,OUT049,659.1419999999999
1400,DRC36,OUT010,2117.244
1401,FDE39,OUT019,2157.192
1402,FDP57,OUT049,694.4294
1403,FDE57,OUT046,2247.7408
1404,NCN18,OUT046,873.5296
1405,NCQ05,OUT018,3728.48
1406,FDW47,OUT035,2817.6656
1407,FDV46,OUT035,1398.18
1408,NCP29,OUT045,703.0848
1409,FDE09,OUT018,4386.2904
1410,NCU06,OUT027,516.6608
1411,FDT19,OUT010,2061.3168
1412,DRF15,OUT017,2482.1024
1413,DRI51,OUT013,2005.3896
1414,NCX54,OUT013,708.4112
1415,DRE01,OUT013,5243.8408
1416,NCB07,OUT045,2101.9306
1417,FDU50,OUT035,1259.6936
1418,FDG40,OUT035,635.1732
1419,FDW10,OUT018,1006.6896
1420,FDX51,OUT013,6114.7072
1421,NCP17,OUT045,1655.1788
1422,FDP21,OUT035,5715.2272
1423,FDL04,OUT045,2024.0320000000002
1424,FDV23,OUT013,3004.0896
1425,FDF24,OUT046,792.302
1426,FDH56,OUT027,280.9676
1427,FDB51,OUT049,885.5139999999999
1428,FDI58,OUT027,171.7764
1429,FDR20,OUT013,575.2512
1430,FDC51,OUT018,2695.1584
1431,FDB16,OUT027,102.5332
1432,FDE40,OUT049,302.939
1433,NCM17,OUT035,401.4774
1434,FDU56,OUT035,3146.5708
1435,FDS32,OUT019,6381.693
1436,FDX02,OUT049,4950.8888
1437,FDT39,OUT027,1090.5804
1438,FDE35,OUT017,592.562
1439,NCI42,OUT019,3811.0392
1440,DRL23,OUT046,1158.492
1441,FDA10,OUT046,3900.9222
1442,FDA11,OUT013,2069.3064
1443,NCM06,OUT046,2808.3444
1444,NCT05,OUT035,5683.2688
1445,NCQ02,OUT010,952.0939999999999
1446,NCY06,OUT049,876.1928
1447,FDY56,OUT035,5416.9488
1448,FDL02,OUT035,1651.184
1449,NCI06,OUT035,4234.488
1450,FDQ14,OUT045,1647.855
1451,FDQ12,OUT017,5191.2426
1452,FDP36,OUT046,671.1264
1453,FDK21,OUT027,500.6816
1454,FDO40,OUT045,1640.5312
1455,NCK54,OUT019,1390.1904
1456,FDY09,OUT018,2101.2648
1457,NCW30,OUT049,10256.649
1458,NCC55,OUT027,37.9506
1459,FDE58,OUT018,3435.528
1460,FDR39,OUT013,942.107
1461,FDU28,OUT049,2961.4784
1462,FDH08,OUT017,4074.696
1463,FDG35,OUT045,3123.9336
1464,FDG22,OUT049,596.5568
1465,FDC34,OUT035,2356.9320000000002
1466,FDP15,OUT018,3036.048
1467,FDK34,OUT010,3555.3720000000003
1468,FDU45,OUT035,3243.7776
1469,FDQ04,OUT027,135.8232
1470,FDX22,OUT018,3285.723
1471,FDB45,OUT017,522.653
1472,NCH43,OUT027,209.727
1473,DRE60,OUT046,4950.8888
1474,FDD17,OUT027,500.6816
1475,NCM54,OUT017,1618.5598
1476,NCH55,OUT013,2768.3964
1477,NCT06,OUT017,1326.2736
1478,FDA48,OUT027,225.0404
1479,FDY58,OUT027,862.8768
1480,FDO25,OUT045,2097.27
1481,FDN50,OUT045,761.6752
1482,FDH35,OUT035,3137.2496
1483,FDK09,OUT045,3435.528
1484,FDO16,OUT013,1288.9888
1485,FDW11,OUT045,1581.275
1486,FDU47,OUT027,262.3252
1487,NCQ42,OUT010,3020.0688
1488,FDK55,OUT027,87.2198
1489,FDN08,OUT049,572.5880000000001
1490,FDT57,OUT045,5842.395
1491,FDJ12,OUT018,3981.4840000000004
1492,DRL59,OUT017,1298.31
1493,NCN53,OUT046,705.748
1494,FDO51,OUT010,199.74
1495,FDK56,OUT017,3630.6074
1496,FDY12,OUT035,2226.4352
1497,FDU15,OUT035,276.9728
1498,FDQ19,OUT046,969.4048
1499,DRF15,OUT045,2482.1024
1500,DRE25,OUT019,1653.8472
1501,FDK57,OUT018,5351.0346
1502,FDD33,OUT010,4274.436
1503,FDR34,OUT027,467.3916
1504,FDU04,OUT045,2059.9852
1505,FDE35,OUT019,980.0576
1506,NCD31,OUT035,3467.4864
1507,FDJ56,OUT035,3295.71
1508,NCU53,OUT046,2886.243
1509,FDD39,OUT035,3235.788
1510,NCU17,OUT019,2804.3496
1511,FDJ20,OUT046,3095.97
1512,NCW41,OUT018,4278.4308
1513,FDL52,OUT035,796.9626
1514,FDS39,OUT035,1869.5664
1515,DRJ47,OUT045,2801.6864
1516,FDP13,OUT010,199.74
1517,DRK39,OUT010,749.025
1518,FDF28,OUT010,876.1928
1519,FDB09,OUT045,632.51
1520,FDM51,OUT046,2631.2416
1521,DRM49,OUT018,905.488
1522,DRF23,OUT013,2616.594
1523,DRH01,OUT035,3079.9908
1524,FDH12,OUT027,125.8362
1525,FDA28,OUT019,3962.8416
1526,FDW37,OUT018,1901.5248
1527,FDF02,OUT046,1845.5976
1528,DRL37,OUT046,319.584
1529,NCF43,OUT046,1404.838
1530,FDH08,OUT010,4527.44
1531,FDR34,OUT019,3415.554
1532,NCK19,OUT049,4262.4516
1533,NCD55,OUT018,759.012
1534,FDT27,OUT049,4567.388
1535,FDQ57,OUT045,1677.1502
1536,FDA47,OUT035,1018.674
1537,DRG15,OUT027,303.6048
1538,FDE05,OUT018,5394.9774
1539,FDN46,OUT046,627.1836
1540,FDX27,OUT027,189.0872
1541,FDT51,OUT045,1334.2632
1542,FDU33,OUT013,588.5672
