Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
113,11.6,0,0.040911824,1,142.3154,3,1987,2,1,0,2552.6772
879,17.35,0,0.056235142,5,102.0016,6,2007,1,2,0,1619.2256
662,16.7,1,0.062170334,6,60.9562,5,2002,1,2,0,829.5868
527,10.895,1,0.032427039,7,147.7102,3,1987,2,1,0,1166.4816
880,18.35,0,0.099309997,3,91.4462,5,2002,1,2,0,1665.8316
307,18.75,0,0.05310896,6,193.6504,6,2007,1,2,0,2876.256
881,9.3,0,0.044843161,4,246.1802,1,2009,0,1,1,2702.4822
882,13.5,0,0.164966345,1,189.4872,9,1985,1,0,2,189.0872
883,8.26,1,0.032435437000000004,1,124.87299999999999,8,2004,1,2,0,2956.152
884,12.8,0,0.06961884,13,260.3252,7,1997,1,0,0,8132.0812
247,16.75,0,0.08165147,3,258.3988,1,2009,0,1,1,1541.9928
170,14.0,0,0.028723187,9,131.83100000000002,4,1985,0,1,3,3635.268
885,10.895,0,0.020994339,9,255.6672,5,2002,1,2,0,4346.3424
886,16.85,1,0.026561057000000002,11,93.712,0,1999,0,0,0,466.06
887,20.0,1,0.10026206800000001,5,169.6132,2,1998,1,1,2,169.1132
888,16.0,0,0.05701260599999999,0,225.0404,3,1987,2,1,0,5851.0504
534,16.0,0,0.041009558,6,141.2496,0,1999,0,0,0,2681.8424
206,8.93,0,0.028578012000000003,0,152.234,6,2007,1,2,0,3828.35
290,9.6,1,0.022303452333333335,12,101.699,0,1999,0,0,0,2373.577
478,19.1,0,0.045088724000000004,0,39.7138,4,1985,0,1,3,1096.5726
889,12.5,0,0.018757586,9,96.9384,4,1985,0,1,3,2167.8448
890,9.8,1,0.056500895,12,85.8908,5,2002,1,2,0,1845.5976
891,9.6,0,0.024576875,9,186.6214,1,2009,0,1,1,1884.214
745,10.195,0,0.18803837199999998,6,146.4076,9,1985,1,0,2,147.8076
892,7.945,0,0.015908485,6,161.421,5,2002,1,2,0,3425.5409999999997
812,7.475,0,0.07584563400000001,4,156.0656,0,1999,0,0,0,1853.5872
893,14.85,0,0.09880308800000001,3,169.7474,1,2009,0,1,1,673.7896
874,16.6,0,0.227189581,10,173.9422,2,1998,1,1,2,172.4422
178,10.5,0,0.041459803999999996,3,39.2164,0,1999,0,0,0,540.6296
857,8.63,1,0.032882271,6,113.5518,3,1987,2,1,0,2732.4432
721,21.0,0,0.049583899,6,193.8478,6,2007,1,2,0,1162.4868
188,15.5,1,0.02536567,5,82.7934,8,2004,1,2,0,1228.401
740,14.7,0,0.07229836,3,48.2034,7,1997,1,0,0,874.8612
894,13.15,0,0.022924552,3,157.892,6,2007,1,2,0,1917.504
895,17.7,1,0.040897932000000005,3,82.6276,3,1987,2,1,0,731.0484
140,13.65,1,0.127660257,7,198.5426,9,1985,1,0,2,790.9704
896,9.21,0,0.008764786,3,123.1414,7,1997,1,0,0,4264.4490000000005
700,12.1,0,0.011604894,0,166.0526,6,2007,1,2,0,1480.0734
612,9.31,0,0.038169783,7,64.551,6,2007,1,2,0,1581.275
897,14.85,0,0.018568129,11,188.2214,8,2004,1,2,0,3014.7424
218,16.35,1,0.062109174,3,223.7062,4,1985,0,1,3,4965.5364
128,6.92,0,0.038671588,0,64.2852,6,2007,1,2,0,438.0964
898,13.65,0,0.077169841,9,55.593,3,1987,2,1,0,282.965
534,16.0,0,0.041028937,6,142.6496,5,2002,1,2,0,1834.9448
586,16.35,0,0.013387211000000001,14,105.62799999999999,0,1999,0,0,0,1065.28
466,17.85,0,0.017936715,9,93.7094,4,1985,0,1,3,4189.2136
201,4.88,1,0.223440258,5,52.2298,2,1998,1,1,2,161.7894
899,6.965,0,0.03496829166666667,4,159.6604,5,2002,1,2,0,3327.6684
136,16.0,0,0.060942632000000004,13,225.6404,0,1999,0,0,0,2925.5252
900,18.85,0,0.042641788,11,257.83299999999997,8,2004,1,2,0,5382.993
901,20.7,0,0.021427082000000004,5,156.5288,8,2004,1,2,0,1571.2879999999998
129,9.3,0,0.042930789000000004,3,88.5172,3,1987,2,1,0,1427.4752
902,9.695,1,0.047697859,7,244.6144,6,2007,1,2,0,2695.1584
903,17.25,0,0.10764721,7,39.3822,6,2007,1,2,0,314.2576
859,19.6,0,0.039577173,6,166.1526,7,1997,1,0,0,2960.1468
459,14.3,0,0.130415118,5,75.9328,7,1997,1,0,0,1158.492
904,12.6,0,0.082921642,4,175.2054,5,2002,1,2,0,3502.1079999999997
470,13.1,0,0.075515154,0,167.2158,3,1987,2,1,0,3008.0844
39,9.8,0,0.046994717000000005,2,125.802,9,1985,1,0,2,253.00400000000002
905,17.85,1,0.04679836,3,123.8388,1,2009,0,1,1,866.8716
906,8.905,0,0.143129124,7,58.8878,7,1997,1,0,0,1151.1682
130,18.5,0,0.034013539,14,133.2284,5,2002,1,2,0,2768.3964
907,20.25,1,0.022921735,5,240.7538,3,1987,2,1,0,3364.9532
791,10.3,1,0.030616757,3,112.7176,0,1999,0,0,0,343.5528
698,17.85,0,0.06575528,7,151.505,3,1987,2,1,0,2546.685
908,7.21,1,0.144856342,6,100.5332,0,1999,0,0,0,1127.8652
909,16.1,1,0.267352587,7,34.9558,2,1998,1,1,2,67.9116
847,11.65,0,0.13086741300000002,5,150.8024,4,1985,0,1,3,4402.2696
910,19.2,0,0.123449671,11,89.7488,4,1985,0,1,3,1901.5248
911,17.35,0,0.014689006000000001,7,74.5038,8,2004,1,2,0,739.038
912,10.0,1,0.037918142,6,129.6994,1,2009,0,1,1,1413.4934
913,18.6,0,0.047964395,6,185.0898,0,1999,0,0,0,2993.4368
914,16.75,0,0.10501881699999999,6,155.263,0,1999,0,0,0,1721.0929999999998
915,17.75,0,0.014577412,3,160.7262,8,2004,1,2,0,2864.2716
916,9.0,0,0.143870574,6,169.4816,2,1998,1,1,2,503.3448
43,6.42,0,0.053553794,0,178.6002,0,1999,0,0,0,3582.0040000000004
676,16.75,0,0.075889215,9,37.6532,5,2002,1,2,0,575.2512
917,7.39,0,0.120280989,14,142.747,7,1997,1,0,0,3149.2340000000004
751,19.2,0,0.182653772,14,243.0196,7,1997,1,0,0,3374.2744
32,17.85,0,0.25637539,12,94.8436,9,1985,1,0,2,567.2616
704,5.46,1,0.10703694300000001,3,144.2786,8,2004,1,2,0,288.9572
783,17.5,0,0.015125422,7,258.3304,3,1987,2,1,0,3358.2952
918,12.3,1,0.10623876800000001,3,176.1396,3,1987,2,1,0,3663.2316
919,17.0,0,0.055545797,0,220.5114,5,2002,1,2,0,5321.0736
514,14.8,0,0.019386056999999998,9,194.5794,4,1985,0,1,3,3511.4292
822,19.7,0,0.064921764,11,88.1198,7,1997,1,0,0,1744.396
570,19.6,0,0.094694278,4,254.9698,6,2007,1,2,0,2536.698
154,14.5,0,0.019554705,14,162.421,1,2009,0,1,1,1957.4520000000002
64,19.35,0,0.033060937,2,172.4738,3,1987,2,1,0,1911.5118
327,9.195,1,0.078181964,2,106.7596,0,1999,0,0,0,4098.6648
920,16.25,0,0.07808822574999999,11,90.2804,1,2009,0,1,1,1653.8472
479,20.7,1,0.100583009,3,123.5388,1,2009,0,1,1,1981.4208
697,20.0,0,0.136124989,14,38.319,2,1998,1,1,2,146.476
921,19.35,1,0.021353642000000003,3,122.1098,4,1985,0,1,3,3374.2744
922,11.8,0,0.115167579,1,199.8084,7,1997,1,0,0,2380.9008
651,11.8,0,0.113559058,1,184.2924,5,2002,1,2,0,1850.924
923,19.1,0,0.038641968,3,212.1586,5,2002,1,2,0,5909.6408
379,15.5,1,0.157246634,6,145.6418,5,2002,1,2,0,2207.127
416,9.5,1,0.010917052,6,185.3608,7,1997,1,0,0,2021.3688
73,12.85,0,0.033172957,6,172.0422,8,2004,1,2,0,5345.7082
753,11.65,1,0.05871972599999999,5,171.1422,8,2004,1,2,0,2931.5174
636,15.6,0,0.0902389985,5,111.8544,1,2009,0,1,1,1454.1072
609,18.85,0,0.141524348,11,168.4132,3,1987,2,1,0,2874.9244
924,6.865,1,0.035895934,7,244.4486,0,1999,0,0,0,6353.0636
114,11.65,0,0.039980643999999996,6,227.3694,0,1999,0,0,0,4567.388
925,5.615,0,0.1428732278,9,123.473,9,1985,1,0,2,369.519
926,20.5,0,0.020627295666666667,3,90.883,2,1998,1,1,2,89.883
503,20.35,0,0.054056927000000005,6,116.8466,7,1997,1,0,0,2356.9320000000002
927,10.895,1,0.009636821,0,121.87299999999999,0,1999,0,0,0,2463.46
928,7.3,0,0.086266286,7,147.2076,0,1999,0,0,0,1921.4988
567,11.1,0,0.033081388999999996,4,116.5124,3,1987,2,1,0,1066.6116
650,7.06,1,0.043989429000000004,13,60.2904,5,2002,1,2,0,644.4944
579,9.8,0,0.047178116,5,99.4016,8,2004,1,2,0,2428.8384
929,9.5,0,0.074496043,6,251.9724,5,2002,1,2,0,2516.724
930,17.6,1,0.039189221,6,97.34100000000001,3,1987,2,1,0,965.41
922,11.8,0,0.115819014,1,198.3084,6,2007,1,2,0,4563.3932
284,9.695,1,0.129008866,5,226.9404,6,2007,1,2,0,2700.4848
632,16.5,1,0.160371305,6,143.9128,1,2009,0,1,1,1581.9408
931,6.78,1,0.085392428,3,226.7694,4,1985,0,1,3,6165.9738
932,9.0,0,0.038925251,1,34.919000000000004,7,1997,1,0,0,476.04699999999997
525,12.6,1,0.041557653,3,124.5072,7,1997,1,0,0,2450.144
17,8.26,0,0.060237465,10,115.9834,9,1985,1,0,2,345.5502
933,14.35,1,0.091098018,7,233.5984,5,2002,1,2,0,1853.5872
40,13.6,0,0.11787402400000001,6,193.6136,5,2002,1,2,0,4471.5128
146,13.85,0,0.030795085,1,143.3154,7,1997,1,0,0,1985.4156
788,16.1,1,0.063689583,0,181.9318,6,2007,1,2,0,5954.2494
934,18.25,1,0.184041545,0,110.15700000000001,1,2009,0,1,1,1867.569
935,12.15,1,0.13283066,3,190.6872,6,2007,1,2,0,2269.0464
382,15.35,0,0.020441939,1,216.4508,6,2007,1,2,0,5426.27
769,12.15,0,0.037712875,2,64.4826,4,1985,0,1,3,2518.7214
936,15.35,0,0.013840783999999998,7,65.2168,5,2002,1,2,0,958.752
69,18.25,0,0.060198496,13,162.9526,3,1987,2,1,0,1151.1682
16,11.8,0,0.008559556999999999,9,117.2492,8,2004,1,2,0,2432.8332
937,9.27,0,0.061883352999999995,0,147.905,0,1999,0,0,0,1647.855
187,15.1,0,0.052085615,2,242.8512,4,1985,0,1,3,5816.4288
232,12.8,1,0.039385992,2,224.8404,2,1998,1,1,2,1575.2828
938,15.0,0,0.064241345,10,45.206,0,1999,0,0,0,792.302
939,12.5,0,0.006759519,4,42.8112,3,1987,2,1,0,639.168
508,17.35,0,0.16724376900000001,4,176.2712,3,1987,2,1,0,2988.1104
239,7.975,0,0.01469075,5,84.725,1,2009,0,1,1,1747.725
940,10.5,1,0.013551445,6,142.0154,1,2009,0,1,1,2410.8618
244,6.59,0,0.105085956,3,82.3908,4,1985,0,1,3,3691.1952
941,14.35,0,0.017038776999999998,9,112.5228,7,1997,1,0,0,1989.4104
942,12.35,1,0.038718195,3,110.65700000000001,6,2007,1,2,0,2087.283
943,10.195,1,0.075291577,3,119.1808,2,1998,1,1,2,351.5424
649,18.5,1,0.06896943614285714,7,148.7418,5,2002,1,2,0,2501.4106
944,11.5,0,0.046154393999999994,6,119.5124,1,2009,0,1,1,829.5868
945,12.5,1,0.08208578700000001,3,92.2488,1,2009,0,1,1,1358.2320000000002
703,15.35,0,0.09593100199999999,1,198.5768,4,1985,0,1,3,6897.688
946,10.695,1,0.011448628999999998,6,72.9038,5,2002,1,2,0,1034.6532
947,14.15,0,0.00879232,4,195.011,8,2004,1,2,0,1964.11
842,17.6,0,0.049167388,6,114.9176,5,2002,1,2,0,1946.7992
948,12.15,0,0.079046992,9,39.8506,4,1985,0,1,3,1480.0734
167,6.215,1,0.049580407,5,227.4062,3,1987,2,1,0,5191.2426
949,18.1,0,0.022399592000000003,3,96.0094,7,1997,1,0,0,1808.9786
846,11.65,0,0.033926852,15,111.586,5,2002,1,2,0,3395.58
672,7.42,1,0.021617397000000003,15,185.0582,5,2002,1,2,0,5201.2296
697,20.0,0,0.0814536,14,36.819,0,1999,0,0,0,768.9989999999999
950,17.75,0,0.07607772,5,112.4544,0,1999,0,0,0,2348.9424
134,14.0,1,0.135775701,7,54.56399999999999,7,1997,1,0,0,1597.92
951,15.35,1,0.11319010575,3,193.0504,0,1999,0,0,0,2492.7552
659,6.13,0,0.076891526,0,61.5536,5,2002,1,2,0,796.2968
284,9.695,1,0.128543405,5,226.5404,5,2002,1,2,0,4500.808
273,20.25,1,0.014793357,0,191.5162,7,1997,1,0,0,3078.6592
952,11.3,1,0.066406853,7,259.7962,4,1985,0,1,3,5697.9164
953,15.85,1,0.0071404680000000005,6,40.848,3,1987,2,1,0,679.1160000000001
678,19.85,1,0.020858778999999997,6,62.8194,3,1987,2,1,0,928.791
733,4.61,0,0.123346085,10,172.5396,6,2007,1,2,0,3663.2316
670,7.365,0,0.159937597,6,93.912,8,2004,1,2,0,1304.968
954,7.81,0,0.067128641,1,242.8486,4,1985,0,1,3,3420.8804
900,18.85,0,0.042736348,11,255.933,5,2002,1,2,0,3844.995
955,9.035,1,0.172629683,2,148.4708,4,1985,0,1,3,3761.77
164,11.3,0,0.007278511999999999,2,196.7426,8,2004,1,2,0,2768.3964
956,7.405,0,0.15935739766666665,0,205.7296,6,2007,1,2,0,4570.0512
957,15.7,1,0.03079807,6,252.9724,6,2007,1,2,0,3020.0688
958,7.72,0,0.12152072,3,118.244,7,1997,1,0,0,958.752
868,6.65,0,0.053591345,11,149.7734,6,2007,1,2,0,2375.5744
354,10.6,0,0.035163639,9,84.4224,3,1987,2,1,0,852.2239999999999
115,13.0,0,0.061470857999999996,4,48.6034,9,1985,1,0,2,145.8102
240,15.85,0,0.043226398,13,37.5164,8,2004,1,2,0,270.3148
959,12.15,0,0.062640143,13,36.6532,6,2007,1,2,0,251.6724
960,11.35,1,0.06358394,0,89.4856,6,2007,1,2,0,1142.5128
961,20.1,0,0.077389797,9,60.8536,3,1987,2,1,0,1347.5792
962,15.7,1,0.00878535,2,204.998,6,2007,1,2,0,5366.348000000001
963,15.0,1,0.136592891,2,238.0248,9,1985,1,0,2,711.0744
964,16.7,1,0.054937907,13,64.2168,6,2007,1,2,0,1661.8368
965,6.115,1,0.007084185,1,191.153,6,2007,1,2,0,3415.554
966,20.7,0,0.027052013,4,73.9354,6,2007,1,2,0,1655.1788
616,9.8,1,0.072863893,6,118.6098,8,2004,1,2,0,843.5686
776,16.85,0,0.244102315,6,148.076,9,1985,1,0,2,146.476
598,20.35,0,0.141789197,6,121.9072,8,2004,1,2,0,1347.5792
967,6.71,0,0.035414528,12,218.2166,4,1985,0,1,3,3701.1822
387,6.85,0,0.022864238,7,260.0594,3,1987,2,1,0,6018.1662
503,20.35,0,0.054011943,6,116.5466,3,1987,2,1,0,1885.5456
518,9.195,1,0.117462619,6,158.9578,8,2004,1,2,0,2246.4092
968,9.695,0,0.11411658,9,158.8604,0,1999,0,0,0,4436.8912
432,8.895,0,0.046124444,7,206.7954,9,1985,1,0,2,833.5816
969,11.65,1,0.075849167,6,85.1908,7,1997,1,0,0,2181.1608
970,6.035,1,0.065729039,5,188.324,3,1987,2,1,0,1491.392
799,18.2,0,0.097865088,4,221.8456,2,1998,1,1,2,884.1824
647,15.2,0,0.058827582999999996,4,110.4912,9,1985,1,0,2,436.7648
233,7.63,0,0.061313057000000004,1,93.3436,1,2009,0,1,1,1323.6104
37,6.385,1,0.123961415,6,33.2874,5,2002,1,2,0,141.1496
971,9.6,1,0.014270393999999999,6,187.3872,1,2009,0,1,1,2647.2208
972,20.5,0,0.060847634000000005,7,75.0696,2,1998,1,1,2,149.1392
973,16.1,0,0.03764950342857143,3,253.0356,4,1985,0,1,3,11445.101999999999
143,18.35,0,0.014103353999999999,4,225.4746,6,2007,1,2,0,1346.2476
89,19.6,0,0.033901442000000004,1,56.2614,7,1997,1,0,0,773.6596
974,14.15,1,0.024454052,3,197.21099999999998,5,2002,1,2,0,3731.809
975,5.325,1,0.1575039298,0,55.9298,9,1985,1,0,2,107.8596
976,14.5,1,0.096730427,6,159.0262,4,1985,0,1,3,5887.6694
977,17.6,0,0.097198194,0,89.8856,8,2004,1,2,0,351.5424
524,19.0,1,0.066005186,3,188.4214,6,2007,1,2,0,2826.321
978,8.42,1,0.030890617999999998,11,228.7352,0,1999,0,0,0,5954.9152
979,9.3,0,0.028498354,5,195.8136,3,1987,2,1,0,2332.9632
99,19.75,0,0.033883448,6,213.2902,8,2004,1,2,0,4247.804
980,6.78,0,0.06656564400000001,3,185.324,3,1987,2,1,0,3914.9040000000005
981,15.2,0,0.169943195,9,116.2492,9,1985,1,0,2,115.8492
982,17.25,0,0.084516245,1,263.591,5,2002,1,2,0,788.9730000000001
983,15.3,1,0.08476519199999999,11,215.0218,7,1997,1,0,0,1923.4962
766,15.7,1,0.027617046,11,168.27900000000002,7,1997,1,0,0,4074.696
984,17.85,0,0.052166995,6,121.7072,8,2004,1,2,0,2817.6656
985,12.8,1,0.079523619,0,184.2608,4,1985,0,1,3,6064.1064
986,15.3,0,0.038460297000000004,4,104.0332,2,1998,1,1,2,205.0664
730,16.25,0,0.025789175,3,166.9474,5,2002,1,2,0,2863.6058
987,15.0,1,0.161301097,11,185.1266,3,1987,2,1,0,2213.1192
988,13.85,0,0.034640466,10,116.1492,5,2002,1,2,0,1274.3412
977,17.6,0,0.11547881675000002,0,89.1856,4,1985,0,1,3,2109.2544
549,13.8,1,0.064307102,3,77.3012,0,1999,0,0,0,1593.9252
812,7.475,0,0.076036381,4,153.9656,1,2009,0,1,1,2625.9152
989,18.7,1,0.071091591,7,228.601,6,2007,1,2,0,4823.721
671,12.5,0,0.187841082,11,119.244,2,1998,1,1,2,119.844
240,15.85,0,0.043234574000000005,13,38.3164,7,1997,1,0,0,540.6296
587,19.35,0,0.026055106,3,169.5474,4,1985,0,1,3,4211.185
752,20.75,0,0.109153001,6,161.3578,1,2009,0,1,1,4492.8184
500,5.82,0,0.08062523,4,168.37900000000002,8,2004,1,2,0,1188.453
657,5.785,1,0.09012919999999999,3,89.8856,2,1998,1,1,2,175.7712
990,13.1,1,0.098938169,7,195.7768,0,1999,0,0,0,4138.6128
530,10.1,1,0.059682492499999996,3,225.1088,3,1987,2,1,0,3579.3408
991,16.75,0,0.032580547,9,192.1162,8,2004,1,2,0,3848.324
560,10.8,0,0.09793725199999999,2,98.9042,4,1985,0,1,3,4960.21
992,17.1,1,0.0851575784,3,208.5638,0,1999,0,0,0,5383.6588
661,7.42,0,0.020391845,6,248.9092,7,1997,1,0,0,2241.0828
803,7.51,0,0.103813029,6,113.7544,7,1997,1,0,0,671.1264
993,11.6,0,0.031069202999999997,11,179.6686,9,1985,1,0,2,177.7686
994,9.6,0,0.062294472999999996,6,242.417,9,1985,1,0,2,486.034
3,19.2,1,0.022914478,3,181.195,8,2004,1,2,0,2380.235
145,18.6,0,0.152058281,8,99.9358,7,1997,1,0,0,201.0716
995,7.105,0,0.044991294,4,59.2562,1,2009,0,1,1,651.8182
877,4.92,0,0.046214970999999994,5,199.8084,6,2007,1,2,0,3968.1679999999997
996,11.0,1,0.13312044,11,221.5798,8,2004,1,2,0,4187.2162
997,7.68,0,0.255348289,9,84.4224,2,1998,1,1,2,170.4448
372,13.15,0,0.036879538999999996,7,181.3976,6,2007,1,2,0,3078.6592
746,7.52,1,0.044202545,5,182.995,1,2009,0,1,1,4394.28
998,8.895,1,0.137858955,7,162.1236,0,1999,0,0,0,2577.9776
999,4.805,1,0.037668051,0,126.7704,3,1987,2,1,0,2628.5784
224,17.1,0,0.224837308,3,112.7886,9,1985,1,0,2,222.3772
225,7.785,0,0.089069748,3,62.751000000000005,1,2009,0,1,1,1707.777
547,8.975,1,0.053027397999999996,11,86.0224,6,2007,1,2,0,1278.336
674,6.235,0,0.118099673,4,262.89099999999996,4,1985,0,1,3,5522.811
744,9.3,0,0.078691241125,7,182.9292,6,2007,1,2,0,4013.4424
433,10.895,0,0.137023446,0,263.7568,0,1999,0,0,0,7646.0472
1000,15.0,1,0.026950104,5,220.9456,1,2009,0,1,1,1768.3648
126,12.15,0,0.17937582233333335,9,224.4404,1,2009,0,1,1,5626.01
1001,16.7,1,0.119362812,3,180.3976,3,1987,2,1,0,3078.6592
1002,15.1,1,0.067350054,6,257.3304,1,2009,0,1,1,3874.9559999999997
131,8.02,0,0.024342380666666667,4,157.7972,3,1987,2,1,0,1713.7692
264,19.35,1,0.049712775,3,78.2644,0,1999,0,0,0,1492.7236
1003,20.7,1,0.12220809099999999,7,119.7466,6,2007,1,2,0,4006.7844
776,16.85,0,0.138742518,6,147.476,4,1985,0,1,3,3368.948
684,4.59,0,0.070780558,1,114.586,7,1997,1,0,0,1245.046
949,18.1,0,0.037492325,3,95.5094,2,1998,1,1,2,95.2094
1004,12.85,0,0.053527105,9,185.1608,0,1999,0,0,0,2388.8904
676,16.75,0,0.076164013,9,34.0532,6,2007,1,2,0,575.2512
801,14.85,1,0.009995002,6,154.463,6,2007,1,2,0,3755.112
1005,8.235,0,0.08259502,5,149.1076,5,2002,1,2,0,1182.4608
1006,6.425,0,0.063122753,8,131.3626,3,1987,2,1,0,262.3252
244,6.59,0,0.105597316,3,83.4908,7,1997,1,0,0,1342.2528
1007,12.6,1,0.021863506,3,247.0092,4,1985,0,1,3,5478.2024
1008,12.6,0,0.063800266,9,123.0414,4,1985,0,1,3,4629.9732
209,6.36,0,0.006012413,4,163.0526,6,2007,1,2,0,1644.526
304,17.35,1,0.06320719799999999,5,89.383,6,2007,1,2,0,1258.362
1009,8.6,0,0.069809115,4,90.5146,6,2007,1,2,0,729.7168
120,17.7,0,0.011660463000000001,7,96.541,1,2009,0,1,1,2220.4429999999998
1010,7.6,1,0.142410775,13,171.9448,7,1997,1,0,0,3749.7856
1011,19.6,0,0.024226902,0,48.7718,7,1997,1,0,0,236.359
1012,13.0,0,0.082440705,4,61.3194,4,1985,0,1,3,2043.3402
744,9.3,0,0.066918731,7,184.2292,5,2002,1,2,0,1641.8628
536,20.2,0,0.07439000700000001,4,91.4462,5,2002,1,2,0,1943.4702
1013,11.35,1,0.005530516,3,171.179,7,1997,1,0,0,4923.590999999999
1014,16.5,0,0.028579565,6,90.3146,6,2007,1,2,0,2554.0088
1015,17.1,0,0.038705317,4,165.0842,3,1987,2,1,0,2320.9788
201,4.88,1,0.15614003124999998,5,53.1298,8,2004,1,2,0,808.947
745,10.195,0,0.10800453199999999,6,148.7076,6,2007,1,2,0,1330.2684
232,12.8,1,0.023626808,2,223.2404,1,2009,0,1,1,2475.4444
714,12.1,0,0.070660449,3,180.4002,9,1985,1,0,2,716.4008
326,8.05,1,0.078719835,3,258.5646,1,2009,0,1,1,3091.9752
96,20.6,1,0.046208155,6,178.0344,1,2009,0,1,1,1605.9096
200,6.32,0,0.012769753,2,39.9822,1,2009,0,1,1,78.5644
144,5.465,1,0.048486800999999996,5,131.2626,3,1987,2,1,0,3410.2276
1016,18.25,0,0.132596101,7,226.2062,2,1998,1,1,2,677.1186
1017,14.5,1,0.128459481,5,102.0332,0,1999,0,0,0,2050.6639999999998
366,15.7,0,0.161317495,4,57.5562,1,2009,0,1,1,829.5868
1018,9.6,0,0.011211251,4,166.9184,2,1998,1,1,2,660.4736
728,20.7,1,0.11429451199999999,0,94.9436,0,1999,0,0,0,1229.0668
1019,6.055,0,0.031103357,3,159.9578,7,1997,1,0,0,2727.7826
1020,5.655,0,0.08527498800000001,3,165.05,7,1997,1,0,0,2330.3
980,6.78,0,0.066892471,3,186.424,1,2009,0,1,1,1304.968
610,15.6,0,0.078764059,0,241.3854,9,1985,1,0,2,483.3708
924,6.865,1,0.036042938999999996,7,244.4486,6,2007,1,2,0,4153.9262
1021,6.61,1,0.04855968,6,188.4898,2,1998,1,1,2,187.0898
521,20.6,0,0.082602127,5,120.9756,4,1985,0,1,3,3877.6192
1008,12.6,0,0.064240743,9,121.9414,5,2002,1,2,0,1462.0968
1019,6.055,0,0.031230058999999998,3,160.3578,1,2009,0,1,1,1765.0358
802,20.2,0,0.100114941,4,188.3898,5,2002,1,2,0,3554.7062
1022,19.6,1,0.22417463,6,168.8816,9,1985,1,0,2,167.7816
104,14.15,0,0.035943717,1,40.5138,7,1997,1,0,0,446.7518
1023,16.5,1,0.06619442,8,184.4292,3,1987,2,1,0,3101.2964
1024,13.3,1,0.07143905099999999,3,61.0536,8,2004,1,2,0,1898.8616
494,9.195,0,0.108059141,6,181.7634,0,1999,0,0,0,6179.9556
432,8.895,0,0.026216144,7,207.5954,4,1985,0,1,3,6668.6528
916,9.0,0,0.085938463,6,168.6816,8,2004,1,2,0,1342.2528
962,15.7,1,0.008734284,2,207.898,8,2004,1,2,0,3095.97
756,18.1,0,0.049016517,4,128.7336,0,1999,0,0,0,2173.1712
323,10.395,0,0.111554381,6,59.821999999999996,4,1985,0,1,3,1677.816
957,15.7,1,0.030672457,6,253.1724,0,1999,0,0,0,5285.1204
327,9.195,1,0.07799564099999999,2,107.1596,3,1987,2,1,0,2804.3496
928,7.3,0,0.08571527300000001,7,146.6076,4,1985,0,1,3,1773.6912
800,13.85,1,0.05643278400000001,8,234.93,5,2002,1,2,0,4660.6
668,20.2,0,0.066200667,4,61.451,1,2009,0,1,1,126.50200000000001
210,5.365,1,0.24554262699999999,15,172.2764,9,1985,1,0,2,171.7764
6,13.65,1,0.012751700000000001,6,55.5588,7,1997,1,0,0,1603.2464
963,15.0,1,0.07794933400000001,2,238.7248,3,1987,2,1,0,2133.2232
1025,10.695,0,0.06402288099999999,4,36.0848,1,2009,0,1,1,372.848
934,18.25,1,0.182407266,0,109.15700000000001,4,1985,0,1,3,1867.569
134,14.0,1,0.136328794,7,54.864,1,2009,0,1,1,319.584
370,6.655,0,0.016958832,3,210.0586,7,1997,1,0,0,4221.1720000000005
1026,16.5,1,0.068125756,11,101.199,7,1997,1,0,0,1031.99
1027,9.6,1,0.02734361,6,257.8304,7,1997,1,0,0,1808.3128
1028,6.55,1,0.034658144,12,155.8288,0,1999,0,0,0,1099.9016
920,16.25,0,0.07808822575,11,89.8804,6,2007,1,2,0,1102.5648
427,15.25,1,0.065841719,6,179.86599999999999,3,1987,2,1,0,2696.49
1029,9.695,1,0.029158762999999997,11,174.537,8,2004,1,2,0,1235.059
972,20.5,0,0.063649582,7,74.7696,9,1985,1,0,2,74.5696
888,16.0,0,0.05706009,0,225.0404,7,1997,1,0,0,4950.8888
794,15.85,0,0.11566015,12,218.3166,2,1998,1,1,2,435.4332
542,12.8,0,0.075691713,3,98.241,4,1985,0,1,3,2220.4429999999998
80,18.85,0,0.167844438,4,193.9136,0,1999,0,0,0,3110.6176
167,6.215,1,0.049722335,5,224.5062,5,2002,1,2,0,4514.124
609,18.85,0,0.14095631,11,167.7132,4,1985,0,1,3,3889.6036
161,11.8,0,0.058827557,9,80.8618,0,1999,0,0,0,1288.9888
1030,7.325,0,0.093765794,3,90.3146,1,2009,0,1,1,1733.0774
710,10.5,0,0.048092816,10,159.2946,0,1999,0,0,0,1893.5352
679,15.7,1,0.018968743,3,61.9536,5,2002,1,2,0,1225.072
87,20.75,0,0.024032484,3,124.973,4,1985,0,1,3,2463.46
682,13.0,1,0.070444232,6,63.4484,5,2002,1,2,0,1043.9744
780,13.5,1,0.125469442,6,264.491,0,1999,0,0,0,6574.775
1031,6.865,0,0.01405025,1,128.9652,1,2009,0,1,1,1679.1476
1032,7.785,0,0.139436695,0,103.0306,3,1987,2,1,0,2404.2038
